year,polda,polres,polsek,kecamatan,jenis_kejahatan,crime_total,reason
2024,POLDA METRO JAYA,POLRES METRO JAKARTA BARAT,,,Kejahatan Tentang Minyak Dan Gas  ( MIGAS ),1,blank kecamatan
2024,POLDA METRO JAYA,POLRES METRO JAKARTA BARAT,,,Kejahatan Tentang Pornografi,5,blank kecamatan
2024,POLDA METRO JAYA,POLRES METRO JAKARTA BARAT,,,Kejahatan Terkait Merek,11,blank kecamatan
2024,POLDA METRO JAYA,POLRES METRO JAKARTA BARAT,,,Kejahatan Terkait Perlindungan Data Pribadi,3,blank kecamatan
2024,POLDA METRO JAYA,POLRES METRO JAKARTA BARAT,,,Kejahatan Terkait Senjata Tajam ( Sajam ) ( Premanisme ),1,blank kecamatan
2024,POLDA METRO JAYA,POLRES METRO JAKARTA BARAT,,,Kekerasan Dalam Rumah Tangga,59,blank kecamatan
2024,POLDA METRO JAYA,POLRES METRO JAKARTA BARAT,,,Kekerasan Seksual (KDRT),17,blank kecamatan
2024,POLDA METRO JAYA,POLRES METRO JAKARTA BARAT,,,Manipulasi data autentik secara elektronik (ITE),86,blank kecamatan
2024,POLDA METRO JAYA,POLRES METRO JAKARTA BARAT,,,Melawan Putusan Pengadilan,1,blank kecamatan
2024,POLDA METRO JAYA,POLRES METRO JAKARTA BARAT,,,Memasuki Pekarangan Tanpa Ijin,22,blank kecamatan
2024,POLDA METRO JAYA,POLRES METRO JAKARTA BARAT,,,Narkotika ( Narkoba ),93,blank kecamatan
2024,POLDA METRO JAYA,POLRES METRO JAKARTA BARAT,,,Pemalsuan Mata Uang Dan Uang Kertas,1,blank kecamatan
2024,POLDA METRO JAYA,POLRES METRO JAKARTA BARAT,,,Pemalsuan Surat Otentik,22,blank kecamatan
2024,POLDA METRO JAYA,POLRES METRO JAKARTA BARAT,,,Pemerasan Dan Pengancaman,5,blank kecamatan
2024,POLDA METRO JAYA,POLRES METRO JAKARTA BARAT,,,Penadahan,1,blank kecamatan
2024,POLDA METRO JAYA,POLRES METRO JAKARTA BARAT,,,Pencemaran Nama Baik,12,blank kecamatan
2024,POLDA METRO JAYA,POLRES METRO JAKARTA BARAT,,,Pencurian Biasa,79,blank kecamatan
2024,POLDA METRO JAYA,POLRES METRO JAKARTA BARAT,,,Pencurian Dengan Kekerasan ( Curas ),12,blank kecamatan
2024,POLDA METRO JAYA,POLRES METRO JAKARTA BARAT,,,Pencurian Dengan Pemberatan ( Curat ),119,blank kecamatan
2024,POLDA METRO JAYA,POLRES METRO JAKARTA BARAT,,,Pencurian dalam lingkungan keluarga,1,blank kecamatan
2024,POLDA METRO JAYA,POLRES METRO JAKARTA BARAT,,,Pengaduan Palsu,2,blank kecamatan
2024,POLDA METRO JAYA,POLRES METRO JAKARTA BARAT,,,Pengancaman,7,blank kecamatan
2024,POLDA METRO JAYA,POLRES METRO JAKARTA BARAT,,,Penganiayaan,53,blank kecamatan
2024,POLDA METRO JAYA,POLRES METRO JAKARTA BARAT,,,Penganiayaan Berat ( Anirat ),1,blank kecamatan
2024,POLDA METRO JAYA,POLRES METRO JAKARTA BARAT,,,Pengeroyokan,35,blank kecamatan
2024,POLDA METRO JAYA,POLRES METRO JAKARTA BARAT,,,Pengerusakan,8,blank kecamatan
2024,POLDA METRO JAYA,POLRES METRO JAKARTA BARAT,,,Penggelapan,123,blank kecamatan
2024,POLDA METRO JAYA,POLRES METRO JAKARTA BARAT,,,Penghinaan,1,blank kecamatan
2024,POLDA METRO JAYA,POLRES METRO JAKARTA BARAT,,,Penipuan / Perbuatan Curang,221,blank kecamatan
2024,POLDA METRO JAYA,POLRES METRO JAKARTA BARAT,,,Penyebaran Berita Bohong ( Hoax ),1,blank kecamatan
2024,POLDA METRO JAYA,POLRES METRO JAKARTA BARAT,,,Penyekapan,1,blank kecamatan
2024,POLDA METRO JAYA,POLRES METRO JAKARTA BARAT,,,Penyerobotan Tanah,2,blank kecamatan
2024,POLDA METRO JAYA,POLRES METRO JAKARTA BARAT,,,Perampasan ( Premanisme ),3,blank kecamatan
2024,POLDA METRO JAYA,POLRES METRO JAKARTA BARAT,,,Perbuatan Yang Tidak Menyenangkan,10,blank kecamatan
2024,POLDA METRO JAYA,POLRES METRO JAKARTA BARAT,,,Perdagangan Manusia / Trafficking In Person / Tppo (dalam Negeri),2,blank kecamatan
2024,POLDA METRO JAYA,POLRES METRO JAKARTA BARAT,,,Perkosaan,2,blank kecamatan
2024,POLDA METRO JAYA,POLRES METRO JAKARTA BARAT,,,Perlindungan Konsumen,2,blank kecamatan
2024,POLDA METRO JAYA,POLRES METRO JAKARTA BARAT,,,Persetubuhan Terhadap Anak / Cabul Terhadap Anak,10,blank kecamatan
2024,POLDA METRO JAYA,POLRES METRO JAKARTA BARAT,,,Perzinahan,4,blank kecamatan
2024,POLDA METRO JAYA,POLRES METRO JAKARTA BARAT,,,Psikotropika ( Narkoba ),1,blank kecamatan
2024,POLDA METRO JAYA,POLRES METRO JAKARTA BARAT,,,Sumpah Palsu Dan Keterangan Palsu,2,blank kecamatan
2024,POLDA METRO JAYA,POLRES METRO JAKARTA BARAT,,,Tindak Pidana Dalam Perlindungan Anak,50,blank kecamatan
2024,POLDA METRO JAYA,POLRES METRO JAKARTA BARAT,,,Tindak Pidana Transfer Dana,1,blank kecamatan
2024,POLDA METRO JAYA,POLRES METRO JAKARTA BARAT,,CAKUNG,,1,blank crime type
2024,POLDA METRO JAYA,POLRES METRO JAKARTA BARAT,,CENGKARENG,,81,blank crime type
2024,POLDA METRO JAYA,POLRES METRO JAKARTA BARAT,,DUREN SAWIT,,1,blank crime type
2024,POLDA METRO JAYA,POLRES METRO JAKARTA BARAT,,GROGOL PETAMBURAN,,64,blank crime type
2024,POLDA METRO JAYA,POLRES METRO JAKARTA BARAT,,JAGAKARSA,,1,blank crime type
2024,POLDA METRO JAYA,POLRES METRO JAKARTA BARAT,,JATINEGARA,,2,blank crime type
2024,POLDA METRO JAYA,POLRES METRO JAKARTA BARAT,,KALI DERES,,26,blank crime type
2024,POLDA METRO JAYA,POLRES METRO JAKARTA BARAT,,KEBAYORAN LAMA,,1,blank crime type
2024,POLDA METRO JAYA,POLRES METRO JAKARTA BARAT,,KEBON JERUK,,60,blank crime type
2024,POLDA METRO JAYA,POLRES METRO JAKARTA BARAT,,KEMBANGAN,,37,blank crime type
2024,POLDA METRO JAYA,POLRES METRO JAKARTA BARAT,,PALMERAH,,37,blank crime type
2024,POLDA METRO JAYA,POLRES METRO JAKARTA BARAT,,PANCORAN,,1,blank crime type
2024,POLDA METRO JAYA,POLRES METRO JAKARTA BARAT,,PASAR MINGGU,,1,blank crime type
2024,POLDA METRO JAYA,POLRES METRO JAKARTA BARAT,,SAWAH BESAR,,1,blank crime type
2024,POLDA METRO JAYA,POLRES METRO JAKARTA BARAT,,SENEN,,1,blank crime type
2024,POLDA METRO JAYA,POLRES METRO JAKARTA BARAT,,SETIA BUDI,,1,blank crime type
2024,POLDA METRO JAYA,POLRES METRO JAKARTA BARAT,,TAMAN SARI,,22,blank crime type
2024,POLDA METRO JAYA,POLRES METRO JAKARTA BARAT,,TAMBORA,,16,blank crime type
2024,POLDA METRO JAYA,POLRES METRO JAKARTA BARAT,,TANAH ABANG,,1,blank crime type
2024,POLDA METRO JAYA,POLRES METRO JAKARTA BARAT,POLSEK CENGKARENG,,Cabul,1,blank kecamatan
2024,POLDA METRO JAYA,POLRES METRO JAKARTA BARAT,POLSEK CENGKARENG,,Judi,2,blank kecamatan
2024,POLDA METRO JAYA,POLRES METRO JAKARTA BARAT,POLSEK CENGKARENG,,Kejahatan Terkait Senjata Tajam ( Sajam ) ( Premanisme ),1,blank kecamatan
2024,POLDA METRO JAYA,POLRES METRO JAKARTA BARAT,POLSEK CENGKARENG,,Kekerasan Dalam Rumah Tangga,3,blank kecamatan
2024,POLDA METRO JAYA,POLRES METRO JAKARTA BARAT,POLSEK CENGKARENG,,Narkotika ( Narkoba ),6,blank kecamatan
2024,POLDA METRO JAYA,POLRES METRO JAKARTA BARAT,POLSEK CENGKARENG,,Pemerasan Dan Pengancaman,2,blank kecamatan
2024,POLDA METRO JAYA,POLRES METRO JAKARTA BARAT,POLSEK CENGKARENG,,Pencurian Biasa,10,blank kecamatan
2024,POLDA METRO JAYA,POLRES METRO JAKARTA BARAT,POLSEK CENGKARENG,,Pencurian Dengan Kekerasan ( Curas ),5,blank kecamatan
2024,POLDA METRO JAYA,POLRES METRO JAKARTA BARAT,POLSEK CENGKARENG,,Pencurian Dengan Pemberatan ( Curat ),29,blank kecamatan
2024,POLDA METRO JAYA,POLRES METRO JAKARTA BARAT,POLSEK CENGKARENG,,Pengancaman,2,blank kecamatan
2024,POLDA METRO JAYA,POLRES METRO JAKARTA BARAT,POLSEK CENGKARENG,,Penganiayaan,29,blank kecamatan
2024,POLDA METRO JAYA,POLRES METRO JAKARTA BARAT,POLSEK CENGKARENG,,Penganiayaan Berat ( Anirat ),8,blank kecamatan
2024,POLDA METRO JAYA,POLRES METRO JAKARTA BARAT,POLSEK CENGKARENG,,Pengeroyokan,19,blank kecamatan
2024,POLDA METRO JAYA,POLRES METRO JAKARTA BARAT,POLSEK CENGKARENG,,Penggelapan,18,blank kecamatan
2024,POLDA METRO JAYA,POLRES METRO JAKARTA BARAT,POLSEK CENGKARENG,,Penipuan / Perbuatan Curang,20,blank kecamatan
2024,POLDA METRO JAYA,POLRES METRO JAKARTA BARAT,POLSEK CENGKARENG,,Perdagangan Manusia / Trafficking In Person / Tppo (dalam Negeri),1,blank kecamatan
2024,POLDA METRO JAYA,POLRES METRO JAKARTA BARAT,POLSEK CENGKARENG,,Terhadap ketertiban umum,20,blank kecamatan
2024,POLDA METRO JAYA,POLRES METRO JAKARTA BARAT,POLSEK CENGKARENG,,Tindak Pidana Dalam Perlindungan Anak,1,blank kecamatan
2024,POLDA METRO JAYA,POLRES METRO JAKARTA BARAT,POLSEK CENGKARENG,CENGKARENG,,48,blank crime type
2024,POLDA METRO JAYA,POLRES METRO JAKARTA BARAT,POLSEK CENGKARENG,TAMBORA,,1,blank crime type
2024,POLDA METRO JAYA,POLRES METRO JAKARTA BARAT,POLSEK KALIDERES,,,1,blank kecamatan
2024,POLDA METRO JAYA,POLRES METRO JAKARTA BARAT,POLSEK KALIDERES,,Judi,1,blank kecamatan
2024,POLDA METRO JAYA,POLRES METRO JAKARTA BARAT,POLSEK KALIDERES,,Kejahatan Terkait Senjata Tajam ( Sajam ) ( Premanisme ),7,blank kecamatan
2024,POLDA METRO JAYA,POLRES METRO JAKARTA BARAT,POLSEK KALIDERES,,Kekerasan Dalam Rumah Tangga,5,blank kecamatan
2024,POLDA METRO JAYA,POLRES METRO JAKARTA BARAT,POLSEK KALIDERES,,Narkotika ( Narkoba ),7,blank kecamatan
2024,POLDA METRO JAYA,POLRES METRO JAKARTA BARAT,POLSEK KALIDERES,,Pemalsuan Surat Otentik,1,blank kecamatan
2024,POLDA METRO JAYA,POLRES METRO JAKARTA BARAT,POLSEK KALIDERES,,Penadahan,1,blank kecamatan
2024,POLDA METRO JAYA,POLRES METRO JAKARTA BARAT,POLSEK KALIDERES,,Pencurian Biasa,15,blank kecamatan
2024,POLDA METRO JAYA,POLRES METRO JAKARTA BARAT,POLSEK KALIDERES,,Pencurian Dengan Kekerasan ( Curas ),2,blank kecamatan
2024,POLDA METRO JAYA,POLRES METRO JAKARTA BARAT,POLSEK KALIDERES,,Pencurian Dengan Pemberatan ( Curat ),22,blank kecamatan
2024,POLDA METRO JAYA,POLRES METRO JAKARTA BARAT,POLSEK KALIDERES,,Pencurian dalam lingkungan keluarga,2,blank kecamatan
2024,POLDA METRO JAYA,POLRES METRO JAKARTA BARAT,POLSEK KALIDERES,,Penganiayaan,22,blank kecamatan
2024,POLDA METRO JAYA,POLRES METRO JAKARTA BARAT,POLSEK KALIDERES,,Penganiayaan Berat ( Anirat ),1,blank kecamatan
2024,POLDA METRO JAYA,POLRES METRO JAKARTA BARAT,POLSEK KALIDERES,,Pengeroyokan,6,blank kecamatan
2024,POLDA METRO JAYA,POLRES METRO JAKARTA BARAT,POLSEK KALIDERES,,Pengerusakan,1,blank kecamatan
2024,POLDA METRO JAYA,POLRES METRO JAKARTA BARAT,POLSEK KALIDERES,,Penggelapan,21,blank kecamatan
2024,POLDA METRO JAYA,POLRES METRO JAKARTA BARAT,POLSEK KALIDERES,,Penipuan / Perbuatan Curang,20,blank kecamatan
2024,POLDA METRO JAYA,POLRES METRO JAKARTA BARAT,POLSEK KALIDERES,,Perbuatan Yang Tidak Menyenangkan,3,blank kecamatan
2024,POLDA METRO JAYA,POLRES METRO JAKARTA BARAT,POLSEK KALIDERES,,Percobaan Pencurian,2,blank kecamatan
2024,POLDA METRO JAYA,POLRES METRO JAKARTA BARAT,POLSEK KALIDERES,,Persetubuhan Terhadap Anak / Cabul Terhadap Anak,1,blank kecamatan
2024,POLDA METRO JAYA,POLRES METRO JAKARTA BARAT,POLSEK KALIDERES,,Terhadap ketertiban umum,3,blank kecamatan
2024,POLDA METRO JAYA,POLRES METRO JAKARTA BARAT,POLSEK KALIDERES,,Tindak Pidana Dalam Perlindungan Anak,6,blank kecamatan
2024,POLDA METRO JAYA,POLRES METRO JAKARTA BARAT,POLSEK KALIDERES,CENGKARENG,,1,blank crime type
2024,POLDA METRO JAYA,POLRES METRO JAKARTA BARAT,POLSEK KALIDERES,KALI DERES,,39,blank crime type
2024,POLDA METRO JAYA,POLRES METRO JAKARTA BARAT,POLSEK KEBON JERUK,,Cabul,2,blank kecamatan
2024,POLDA METRO JAYA,POLRES METRO JAKARTA BARAT,POLSEK KEBON JERUK,,Kejahatan Terkait Senjata Tajam ( Sajam ) ( Premanisme ),3,blank kecamatan
2024,POLDA METRO JAYA,POLRES METRO JAKARTA BARAT,POLSEK KEBON JERUK,,Manipulasi data autentik secara elektronik (ITE),3,blank kecamatan
2024,POLDA METRO JAYA,POLRES METRO JAKARTA BARAT,POLSEK KEBON JERUK,,Narkotika ( Narkoba ),17,blank kecamatan
2024,POLDA METRO JAYA,POLRES METRO JAKARTA BARAT,POLSEK KEBON JERUK,,Pencurian Biasa,7,blank kecamatan
2024,POLDA METRO JAYA,POLRES METRO JAKARTA BARAT,POLSEK KEBON JERUK,,Pencurian Dengan Kekerasan ( Curas ),2,blank kecamatan
2024,POLDA METRO JAYA,POLRES METRO JAKARTA BARAT,POLSEK KEBON JERUK,,Pencurian Dengan Pemberatan ( Curat ),12,blank kecamatan
2024,POLDA METRO JAYA,POLRES METRO JAKARTA BARAT,POLSEK KEBON JERUK,,Penganiayaan,12,blank kecamatan
2024,POLDA METRO JAYA,POLRES METRO JAKARTA BARAT,POLSEK KEBON JERUK,,Penganiayaan Berat ( Anirat ),4,blank kecamatan
2024,POLDA METRO JAYA,POLRES METRO JAKARTA BARAT,POLSEK KEBON JERUK,,Penggelapan,13,blank kecamatan
2024,POLDA METRO JAYA,POLRES METRO JAKARTA BARAT,POLSEK KEBON JERUK,,Penipuan / Perbuatan Curang,12,blank kecamatan
2024,POLDA METRO JAYA,POLRES METRO JAKARTA BARAT,POLSEK KEBON JERUK,CENGKARENG,,3,blank crime type
2024,POLDA METRO JAYA,POLRES METRO JAKARTA BARAT,POLSEK KEBON JERUK,KEBON JERUK,,29,blank crime type
2024,POLDA METRO JAYA,POLRES METRO JAKARTA BARAT,POLSEK KEBON JERUK,KEMBANGAN,,1,blank crime type
2024,POLDA METRO JAYA,POLRES METRO JAKARTA BARAT,POLSEK KEBON JERUK,PENJARINGAN,,1,blank crime type
2024,POLDA METRO JAYA,POLRES METRO JAKARTA BARAT,POLSEK KEMBANGAN,,Karena Alpa  Menimbulkan  Kebakaran/ Meletus/banjir,1,blank kecamatan
2024,POLDA METRO JAYA,POLRES METRO JAKARTA BARAT,POLSEK KEMBANGAN,,Kejahatan Terkait Senjata Tajam ( Sajam ) ( Premanisme ),7,blank kecamatan
2024,POLDA METRO JAYA,POLRES METRO JAKARTA BARAT,POLSEK KEMBANGAN,,Kekerasan Dalam Rumah Tangga,1,blank kecamatan
2024,POLDA METRO JAYA,POLRES METRO JAKARTA BARAT,POLSEK KEMBANGAN,,Narkotika ( Narkoba ),6,blank kecamatan
2024,POLDA METRO JAYA,POLRES METRO JAKARTA BARAT,POLSEK KEMBANGAN,,Pencurian Biasa,9,blank kecamatan
2024,POLDA METRO JAYA,POLRES METRO JAKARTA BARAT,POLSEK KEMBANGAN,,Pencurian Dengan Kekerasan ( Curas ),4,blank kecamatan
2024,POLDA METRO JAYA,POLRES METRO JAKARTA BARAT,POLSEK KEMBANGAN,,Pencurian Dengan Pemberatan ( Curat ),22,blank kecamatan
2024,POLDA METRO JAYA,POLRES METRO JAKARTA BARAT,POLSEK KEMBANGAN,,Penganiayaan,12,blank kecamatan
2024,POLDA METRO JAYA,POLRES METRO JAKARTA BARAT,POLSEK KEMBANGAN,,Penganiayaan Berat ( Anirat ),17,blank kecamatan
2024,POLDA METRO JAYA,POLRES METRO JAKARTA BARAT,POLSEK KEMBANGAN,,Pengeroyokan,7,blank kecamatan
2024,POLDA METRO JAYA,POLRES METRO JAKARTA BARAT,POLSEK KEMBANGAN,,Pengerusakan,2,blank kecamatan
2024,POLDA METRO JAYA,POLRES METRO JAKARTA BARAT,POLSEK KEMBANGAN,,Penggelapan,13,blank kecamatan
2024,POLDA METRO JAYA,POLRES METRO JAKARTA BARAT,POLSEK KEMBANGAN,,Penipuan / Perbuatan Curang,8,blank kecamatan
2024,POLDA METRO JAYA,POLRES METRO JAKARTA BARAT,POLSEK KEMBANGAN,,Perbuatan Yang Tidak Menyenangkan,1,blank kecamatan
2024,POLDA METRO JAYA,POLRES METRO JAKARTA BARAT,POLSEK KEMBANGAN,,Sengaja Menimbulkan Kebakaran/banjir (pembakaran),1,blank kecamatan
2024,POLDA METRO JAYA,POLRES METRO JAKARTA BARAT,POLSEK KEMBANGAN,CENGKARENG,,2,blank crime type
2024,POLDA METRO JAYA,POLRES METRO JAKARTA BARAT,POLSEK KEMBANGAN,GROGOL PETAMBURAN,,1,blank crime type
2024,POLDA METRO JAYA,POLRES METRO JAKARTA BARAT,POLSEK KEMBANGAN,KEMBANGAN,,36,blank crime type
2024,POLDA METRO JAYA,POLRES METRO JAKARTA BARAT,POLSEK METRO TAMANSARI,,Kejahatan Terkait Senjata Tajam ( Sajam ) ( Premanisme ),9,blank kecamatan
2024,POLDA METRO JAYA,POLRES METRO JAKARTA BARAT,POLSEK METRO TAMANSARI,,Kekerasan Dalam Rumah Tangga,3,blank kecamatan
2024,POLDA METRO JAYA,POLRES METRO JAKARTA BARAT,POLSEK METRO TAMANSARI,,Narkotika ( Narkoba ),8,blank kecamatan
2024,POLDA METRO JAYA,POLRES METRO JAKARTA BARAT,POLSEK METRO TAMANSARI,,Pencurian Biasa,13,blank kecamatan
2024,POLDA METRO JAYA,POLRES METRO JAKARTA BARAT,POLSEK METRO TAMANSARI,,Pencurian Dengan Kekerasan ( Curas ),1,blank kecamatan
2024,POLDA METRO JAYA,POLRES METRO JAKARTA BARAT,POLSEK METRO TAMANSARI,,Pencurian Dengan Pemberatan ( Curat ),27,blank kecamatan
2024,POLDA METRO JAYA,POLRES METRO JAKARTA BARAT,POLSEK METRO TAMANSARI,,Pencurian dalam lingkungan keluarga,1,blank kecamatan
2024,POLDA METRO JAYA,POLRES METRO JAKARTA BARAT,POLSEK METRO TAMANSARI,,Penganiayaan,31,blank kecamatan
2024,POLDA METRO JAYA,POLRES METRO JAKARTA BARAT,POLSEK METRO TAMANSARI,,Penganiayaan Berat ( Anirat ),2,blank kecamatan
2024,POLDA METRO JAYA,POLRES METRO JAKARTA BARAT,POLSEK METRO TAMANSARI,,Pengeroyokan,13,blank kecamatan
2024,POLDA METRO JAYA,POLRES METRO JAKARTA BARAT,POLSEK METRO TAMANSARI,,Penggelapan,23,blank kecamatan
2024,POLDA METRO JAYA,POLRES METRO JAKARTA BARAT,POLSEK METRO TAMANSARI,,Penghinaan,3,blank kecamatan
2024,POLDA METRO JAYA,POLRES METRO JAKARTA BARAT,POLSEK METRO TAMANSARI,,Penipuan / Perbuatan Curang,12,blank kecamatan
2024,POLDA METRO JAYA,POLRES METRO JAKARTA BARAT,POLSEK METRO TAMANSARI,,Percobaan Pencurian,1,blank kecamatan
2024,POLDA METRO JAYA,POLRES METRO JAKARTA BARAT,POLSEK METRO TAMANSARI,,Terhadap ketertiban umum,1,blank kecamatan
2024,POLDA METRO JAYA,POLRES METRO JAKARTA BARAT,POLSEK METRO TAMANSARI,,Tindak Pidana Dalam Perlindungan Anak,1,blank kecamatan
2024,POLDA METRO JAYA,POLRES METRO JAKARTA BARAT,POLSEK METRO TAMANSARI,CENGKARENG,,1,blank crime type
2024,POLDA METRO JAYA,POLRES METRO JAKARTA BARAT,POLSEK METRO TAMANSARI,KEMBANGAN,,1,blank crime type
2024,POLDA METRO JAYA,POLRES METRO JAKARTA BARAT,POLSEK METRO TAMANSARI,PENJARINGAN,,1,blank crime type
2024,POLDA METRO JAYA,POLRES METRO JAKARTA BARAT,POLSEK METRO TAMANSARI,SAWAH BESAR,,3,blank crime type
2024,POLDA METRO JAYA,POLRES METRO JAKARTA BARAT,POLSEK METRO TAMANSARI,SENEN,,1,blank crime type
2024,POLDA METRO JAYA,POLRES METRO JAKARTA BARAT,POLSEK METRO TAMANSARI,TAMAN SARI,,25,blank crime type
2024,POLDA METRO JAYA,POLRES METRO JAKARTA BARAT,POLSEK PALMERAH,,Judi,1,blank kecamatan
2024,POLDA METRO JAYA,POLRES METRO JAKARTA BARAT,POLSEK PALMERAH,,Kejahatan Terkait Senjata Tajam ( Sajam ) ( Premanisme ),3,blank kecamatan
2024,POLDA METRO JAYA,POLRES METRO JAKARTA BARAT,POLSEK PALMERAH,,Narkotika ( Narkoba ),11,blank kecamatan
2024,POLDA METRO JAYA,POLRES METRO JAKARTA BARAT,POLSEK PALMERAH,,Pemerasan Dan Pengancaman,1,blank kecamatan
2024,POLDA METRO JAYA,POLRES METRO JAKARTA BARAT,POLSEK PALMERAH,,Pencurian Biasa,8,blank kecamatan
2024,POLDA METRO JAYA,POLRES METRO JAKARTA BARAT,POLSEK PALMERAH,,Pencurian Dengan Pemberatan ( Curat ),13,blank kecamatan
2024,POLDA METRO JAYA,POLRES METRO JAKARTA BARAT,POLSEK PALMERAH,,Penganiayaan,3,blank kecamatan
2024,POLDA METRO JAYA,POLRES METRO JAKARTA BARAT,POLSEK PALMERAH,,Penganiayaan Berat ( Anirat ),1,blank kecamatan
2024,POLDA METRO JAYA,POLRES METRO JAKARTA BARAT,POLSEK PALMERAH,,Penggelapan,7,blank kecamatan
2024,POLDA METRO JAYA,POLRES METRO JAKARTA BARAT,POLSEK PALMERAH,,Penipuan / Perbuatan Curang,4,blank kecamatan
2024,POLDA METRO JAYA,POLRES METRO JAKARTA BARAT,POLSEK PALMERAH,CIRACAS,,1,blank crime type
2024,POLDA METRO JAYA,POLRES METRO JAKARTA BARAT,POLSEK PALMERAH,KRAMAT JATI,,1,blank crime type
2024,POLDA METRO JAYA,POLRES METRO JAKARTA BARAT,POLSEK PALMERAH,PALMERAH,,21,blank crime type
2024,POLDA METRO JAYA,POLRES METRO JAKARTA BARAT,POLSEK TAMBORA,,Judi,2,blank kecamatan
2024,POLDA METRO JAYA,POLRES METRO JAKARTA BARAT,POLSEK TAMBORA,,Kejahatan Tentang Minyak Dan Gas  ( MIGAS ),1,blank kecamatan
2024,POLDA METRO JAYA,POLRES METRO JAKARTA BARAT,POLSEK TAMBORA,,Kejahatan Terkait Merek,25,blank kecamatan
2024,POLDA METRO JAYA,POLRES METRO JAKARTA BARAT,POLSEK TAMBORA,,Kejahatan Terkait Senjata Tajam ( Sajam ) ( Premanisme ),8,blank kecamatan
2024,POLDA METRO JAYA,POLRES METRO JAKARTA BARAT,POLSEK TAMBORA,,Menghambat Penyidikan,1,blank kecamatan
2024,POLDA METRO JAYA,POLRES METRO JAKARTA BARAT,POLSEK TAMBORA,,Narkotika ( Narkoba ),13,blank kecamatan
2024,POLDA METRO JAYA,POLRES METRO JAKARTA BARAT,POLSEK TAMBORA,,Pencurian Biasa,5,blank kecamatan
2024,POLDA METRO JAYA,POLRES METRO JAKARTA BARAT,POLSEK TAMBORA,,Pencurian Dengan Kekerasan ( Curas ),3,blank kecamatan
2024,POLDA METRO JAYA,POLRES METRO JAKARTA BARAT,POLSEK TAMBORA,,Pencurian Dengan Pemberatan ( Curat ),10,blank kecamatan
2024,POLDA METRO JAYA,POLRES METRO JAKARTA BARAT,POLSEK TAMBORA,,Penganiayaan,7,blank kecamatan
2024,POLDA METRO JAYA,POLRES METRO JAKARTA BARAT,POLSEK TAMBORA,,Penganiayaan Berat ( Anirat ),1,blank kecamatan
2024,POLDA METRO JAYA,POLRES METRO JAKARTA BARAT,POLSEK TAMBORA,,Pengeroyokan,1,blank kecamatan
2024,POLDA METRO JAYA,POLRES METRO JAKARTA BARAT,POLSEK TAMBORA,,Penggelapan,3,blank kecamatan
2024,POLDA METRO JAYA,POLRES METRO JAKARTA BARAT,POLSEK TAMBORA,,Penipuan / Perbuatan Curang,2,blank kecamatan
2024,POLDA METRO JAYA,POLRES METRO JAKARTA BARAT,POLSEK TAMBORA,,Terhadap ketertiban umum,1,blank kecamatan
2024,POLDA METRO JAYA,POLRES METRO JAKARTA BARAT,POLSEK TAMBORA,CILANDAK,,1,blank crime type
2024,POLDA METRO JAYA,POLRES METRO JAKARTA BARAT,POLSEK TAMBORA,GROGOL PETAMBURAN,,1,blank crime type
2024,POLDA METRO JAYA,POLRES METRO JAKARTA BARAT,POLSEK TAMBORA,KEBON JERUK,,1,blank crime type
2024,POLDA METRO JAYA,POLRES METRO JAKARTA BARAT,POLSEK TAMBORA,KRAMAT JATI,,1,blank crime type
2024,POLDA METRO JAYA,POLRES METRO JAKARTA BARAT,POLSEK TAMBORA,PALMERAH,,1,blank crime type
2024,POLDA METRO JAYA,POLRES METRO JAKARTA BARAT,POLSEK TAMBORA,TAMBORA,,40,blank crime type
2024,POLDA METRO JAYA,POLRES METRO JAKARTA BARAT,POLSEK TANJUNG DUREN,,Curanmor R-2,2,blank kecamatan
2024,POLDA METRO JAYA,POLRES METRO JAKARTA BARAT,POLSEK TANJUNG DUREN,,Judi,2,blank kecamatan
2024,POLDA METRO JAYA,POLRES METRO JAKARTA BARAT,POLSEK TANJUNG DUREN,,Kejahatan Tentang Pornografi,1,blank kecamatan
2024,POLDA METRO JAYA,POLRES METRO JAKARTA BARAT,POLSEK TANJUNG DUREN,,Kejahatan Terkait Senjata Tajam ( Sajam ) ( Premanisme ),1,blank kecamatan
2024,POLDA METRO JAYA,POLRES METRO JAKARTA BARAT,POLSEK TANJUNG DUREN,,Manipulasi data autentik secara elektronik (ITE),1,blank kecamatan
2024,POLDA METRO JAYA,POLRES METRO JAKARTA BARAT,POLSEK TANJUNG DUREN,,Narkotika ( Narkoba ),7,blank kecamatan
2024,POLDA METRO JAYA,POLRES METRO JAKARTA BARAT,POLSEK TANJUNG DUREN,,Pencurian Biasa,2,blank kecamatan
2024,POLDA METRO JAYA,POLRES METRO JAKARTA BARAT,POLSEK TANJUNG DUREN,,Pencurian Dengan Kekerasan ( Curas ),1,blank kecamatan
2024,POLDA METRO JAYA,POLRES METRO JAKARTA BARAT,POLSEK TANJUNG DUREN,,Pencurian Dengan Pemberatan ( Curat ),12,blank kecamatan
2024,POLDA METRO JAYA,POLRES METRO JAKARTA BARAT,POLSEK TANJUNG DUREN,,Pengancaman,1,blank kecamatan
2024,POLDA METRO JAYA,POLRES METRO JAKARTA BARAT,POLSEK TANJUNG DUREN,,Penganiayaan,3,blank kecamatan
