year,polda,polres,polsek,kecamatan,jenis_kejahatan,crime_total
2024,POLDA METRO JAYA,,,PADEMANGAN,Penipuan / Perbuatan Curang,2
2024,POLDA METRO JAYA,,,PADEMANGAN,Perbuatan Yang Tidak Menyenangkan,1
2024,POLDA METRO JAYA,,,PADEMANGAN,Tindak Pidana Dalam Perlindungan Anak,1
2024,POLDA METRO JAYA,,,PALMERAH,,42
2024,POLDA METRO JAYA,,,PALMERAH,Kejahatan Terkait Senjata Tajam ( Sajam ) ( Premanisme ),1
2024,POLDA METRO JAYA,,,PALMERAH,Manipulasi data autentik secara elektronik (ITE),6
2024,POLDA METRO JAYA,,,PALMERAH,Narkotika ( Narkoba ),1
2024,POLDA METRO JAYA,,,PALMERAH,Pemalsuan Surat Otentik,2
2024,POLDA METRO JAYA,,,PALMERAH,Penggelapan,1
2024,POLDA METRO JAYA,,,PALMERAH,Penipuan / Perbuatan Curang,1
2024,POLDA METRO JAYA,,,PALMERAH,Sumpah Palsu Dan Keterangan Palsu,1
2024,POLDA METRO JAYA,,,PANCORAN,,46
2024,POLDA METRO JAYA,,,PANCORAN,Kejahatan Tentang Jaminan Fidusia,1
2024,POLDA METRO JAYA,,,PANCORAN,Kejahatan Terkait Merek,1
2024,POLDA METRO JAYA,,,PANCORAN,Kekerasan Dalam Rumah Tangga,1
2024,POLDA METRO JAYA,,,PANCORAN,Manipulasi data autentik secara elektronik (ITE),9
2024,POLDA METRO JAYA,,,PANCORAN,Narkotika ( Narkoba ),4
2024,POLDA METRO JAYA,,,PANCORAN,Pemalsuan Surat Otentik,1
2024,POLDA METRO JAYA,,,PANCORAN,Pencurian Dengan Pemberatan ( Curat ),2
2024,POLDA METRO JAYA,,,PANCORAN,Penganiayaan Berat ( Anirat ),1
2024,POLDA METRO JAYA,,,PANCORAN,Penggelapan,1
2024,POLDA METRO JAYA,,,PANCORAN,Penipuan / Perbuatan Curang,8
2024,POLDA METRO JAYA,,,PANCORAN,Penistaan Agama,1
2024,POLDA METRO JAYA,,,PASAR MINGGU,,37
2024,POLDA METRO JAYA,,,PASAR MINGGU,Kejahatan Tentang Tenaga Kerja,1
2024,POLDA METRO JAYA,,,PASAR MINGGU,Kejahatan Terkait Perlindungan Data Pribadi,2
2024,POLDA METRO JAYA,,,PASAR MINGGU,Kekerasan Dalam Rumah Tangga,1
2024,POLDA METRO JAYA,,,PASAR MINGGU,Korupsi ( Tipikor ),1
2024,POLDA METRO JAYA,,,PASAR MINGGU,Manipulasi data autentik secara elektronik (ITE),12
2024,POLDA METRO JAYA,,,PASAR MINGGU,Pemalsuan Surat Otentik,2
2024,POLDA METRO JAYA,,,PASAR MINGGU,Pencemaran Nama Baik,1
2024,POLDA METRO JAYA,,,PASAR MINGGU,Pencurian Biasa,1
2024,POLDA METRO JAYA,,,PASAR MINGGU,Penipuan / Perbuatan Curang,8
2024,POLDA METRO JAYA,,,PASAR MINGGU,Perbankan,1
2024,POLDA METRO JAYA,,,PASAR MINGGU,Sumpah Palsu Dan Keterangan Palsu,2
2024,POLDA METRO JAYA,,,PASAR REBO,,9
2024,POLDA METRO JAYA,,,PASAR REBO,"Konflik Suku, Agama, Ras, dan Antar Golongan (SARA)",1
2024,POLDA METRO JAYA,,,PASAR REBO,Manipulasi data autentik secara elektronik (ITE),2
2024,POLDA METRO JAYA,,,PASAR REBO,Narkotika ( Narkoba ),1
2024,POLDA METRO JAYA,,,PASAR REBO,Pencurian Biasa,1
2024,POLDA METRO JAYA,,,PASAR REBO,Penggelapan,1
2024,POLDA METRO JAYA,,,PENJARINGAN,,47
2024,POLDA METRO JAYA,,,PENJARINGAN,Cukai,2
2024,POLDA METRO JAYA,,,PENJARINGAN,Curanmor R-2,1
2024,POLDA METRO JAYA,,,PENJARINGAN,Hak Atas Kekayaan Intelektual ( HAKI ),2
2024,POLDA METRO JAYA,,,PENJARINGAN,Judi,1
2024,POLDA METRO JAYA,,,PENJARINGAN,Kejahatan Tentang Jaminan Fidusia,1
2024,POLDA METRO JAYA,,,PENJARINGAN,Kejahatan Terkait Merek,1
2024,POLDA METRO JAYA,,,PENJARINGAN,Kekerasan Dalam Rumah Tangga,1
2024,POLDA METRO JAYA,,,PENJARINGAN,Manipulasi data autentik secara elektronik (ITE),11
2024,POLDA METRO JAYA,,,PENJARINGAN,Memasuki Pekarangan Tanpa Ijin,1
2024,POLDA METRO JAYA,,,PENJARINGAN,Narkotika ( Narkoba ),2
2024,POLDA METRO JAYA,,,PENJARINGAN,Pemalsuan Surat Otentik,2
2024,POLDA METRO JAYA,,,PENJARINGAN,Pemerasan Dan Pengancaman,1
2024,POLDA METRO JAYA,,,PENJARINGAN,Pencemaran Nama Baik,1
2024,POLDA METRO JAYA,,,PENJARINGAN,Pencurian Biasa,1
2024,POLDA METRO JAYA,,,PENJARINGAN,Pencurian Dengan Pemberatan ( Curat ),1
2024,POLDA METRO JAYA,,,PENJARINGAN,Pengeroyokan,1
2024,POLDA METRO JAYA,,,PENJARINGAN,Penggelapan,6
2024,POLDA METRO JAYA,,,PENJARINGAN,Penghinaan,1
2024,POLDA METRO JAYA,,,PENJARINGAN,Penipuan / Perbuatan Curang,8
2024,POLDA METRO JAYA,,,PENJARINGAN,Perbankan,1
2024,POLDA METRO JAYA,,,PESANGGRAHAN,,15
2024,POLDA METRO JAYA,,,PESANGGRAHAN,Manipulasi data autentik secara elektronik (ITE),10
2024,POLDA METRO JAYA,,,PESANGGRAHAN,Narkotika ( Narkoba ),3
2024,POLDA METRO JAYA,,,PESANGGRAHAN,Pengeroyokan,1
2024,POLDA METRO JAYA,,,PESANGGRAHAN,Penggelapan,3
2024,POLDA METRO JAYA,,,PULO GADUNG,,15
2024,POLDA METRO JAYA,,,PULO GADUNG,Kejahatan Terkait Perlindungan Data Pribadi,1
2024,POLDA METRO JAYA,,,PULO GADUNG,Kejahatan Terkait Senjata Tajam ( Sajam ) ( Premanisme ),1
2024,POLDA METRO JAYA,,,PULO GADUNG,Manipulasi data autentik secara elektronik (ITE),4
2024,POLDA METRO JAYA,,,PULO GADUNG,Narkotika ( Narkoba ),1
2024,POLDA METRO JAYA,,,PULO GADUNG,Pemalsuan Surat Otentik,1
2024,POLDA METRO JAYA,,,PULO GADUNG,Pencurian Dengan Pemberatan ( Curat ),1
2024,POLDA METRO JAYA,,,PULO GADUNG,Penggelapan,2
2024,POLDA METRO JAYA,,,PULO GADUNG,Penipuan / Perbuatan Curang,2
2024,POLDA METRO JAYA,,,SAWAH BESAR,,17
2024,POLDA METRO JAYA,,,SAWAH BESAR,Kejahatan Terkait Merek,2
2024,POLDA METRO JAYA,,,SAWAH BESAR,Manipulasi data autentik secara elektronik (ITE),2
2024,POLDA METRO JAYA,,,SAWAH BESAR,Memasuki Pekarangan Tanpa Ijin,1
2024,POLDA METRO JAYA,,,SAWAH BESAR,Pemalsuan Surat Otentik,2
2024,POLDA METRO JAYA,,,SAWAH BESAR,Pencurian Biasa,2
2024,POLDA METRO JAYA,,,SAWAH BESAR,Penggelapan,3
2024,POLDA METRO JAYA,,,SAWAH BESAR,Penipuan / Perbuatan Curang,2
2024,POLDA METRO JAYA,,,SENEN,,20
2024,POLDA METRO JAYA,,,SENEN,Kejahatan Tentang Perdagangan,1
2024,POLDA METRO JAYA,,,SENEN,Manipulasi data autentik secara elektronik (ITE),6
2024,POLDA METRO JAYA,,,SENEN,Pencurian Biasa,1
2024,POLDA METRO JAYA,,,SENEN,Pencurian Dengan Pemberatan ( Curat ),1
2024,POLDA METRO JAYA,,,SENEN,Penggelapan,1
2024,POLDA METRO JAYA,,,SENEN,Penipuan / Perbuatan Curang,3
2024,POLDA METRO JAYA,,,SENEN,Penyekapan,1
2024,POLDA METRO JAYA,,,SETIA BUDI,,92
2024,POLDA METRO JAYA,,,SETIA BUDI,Judi,1
2024,POLDA METRO JAYA,,,SETIA BUDI,Kejahatan Terkait Perlindungan Data Pribadi,1
2024,POLDA METRO JAYA,,,SETIA BUDI,Manipulasi data autentik secara elektronik (ITE),27
2024,POLDA METRO JAYA,,,SETIA BUDI,Mengakibatkan Orang Mati,1
2024,POLDA METRO JAYA,,,SETIA BUDI,Narkotika ( Narkoba ),5
2024,POLDA METRO JAYA,,,SETIA BUDI,Pemalsuan Surat Otentik,3
2024,POLDA METRO JAYA,,,SETIA BUDI,Pencemaran Nama Baik,1
2024,POLDA METRO JAYA,,,SETIA BUDI,Pencurian Biasa,5
2024,POLDA METRO JAYA,,,SETIA BUDI,Pencurian Dengan Pemberatan ( Curat ),2
2024,POLDA METRO JAYA,,,SETIA BUDI,Pengancaman,1
2024,POLDA METRO JAYA,,,SETIA BUDI,Pengeroyokan,2
2024,POLDA METRO JAYA,,,SETIA BUDI,Penggelapan,12
2024,POLDA METRO JAYA,,,SETIA BUDI,Penipuan / Perbuatan Curang,11
2024,POLDA METRO JAYA,,,SETIA BUDI,Perbankan,6
2024,POLDA METRO JAYA,,,SETIA BUDI,Perbuatan Yang Tidak Menyenangkan,1
2024,POLDA METRO JAYA,,,TAMAN SARI,,21
2024,POLDA METRO JAYA,,,TAMAN SARI,Manipulasi data autentik secara elektronik (ITE),1
2024,POLDA METRO JAYA,,,TAMAN SARI,Narkotika ( Narkoba ),6
2024,POLDA METRO JAYA,,,TAMAN SARI,Pemalsuan Surat Otentik,1
2024,POLDA METRO JAYA,,,TAMAN SARI,Penggelapan,1
2024,POLDA METRO JAYA,,,TAMAN SARI,Tindak Pidana Pencucian Uang ( TPPU / Money Laundering),1
2024,POLDA METRO JAYA,,,TAMBORA,,11
2024,POLDA METRO JAYA,,,TAMBORA,Kejahatan Tentang Desain Industri,1
2024,POLDA METRO JAYA,,,TAMBORA,Kejahatan Terkait Merek,1
2024,POLDA METRO JAYA,,,TAMBORA,Manipulasi data autentik secara elektronik (ITE),3
2024,POLDA METRO JAYA,,,TAMBORA,Narkotika ( Narkoba ),4
2024,POLDA METRO JAYA,,,TAMBORA,Penggelapan,1
2024,POLDA METRO JAYA,,,TAMBORA,Penipuan / Perbuatan Curang,1
2024,POLDA METRO JAYA,,,TANAH ABANG,,76
2024,POLDA METRO JAYA,,,TANAH ABANG,Kejahatan Terkait Merek,1
2024,POLDA METRO JAYA,,,TANAH ABANG,Manipulasi data autentik secara elektronik (ITE),29
2024,POLDA METRO JAYA,,,TANAH ABANG,Narkotika ( Narkoba ),2
2024,POLDA METRO JAYA,,,TANAH ABANG,Pemalsuan Surat Otentik,2
2024,POLDA METRO JAYA,,,TANAH ABANG,Pemerasan,1
2024,POLDA METRO JAYA,,,TANAH ABANG,Pencemaran Nama Baik,3
2024,POLDA METRO JAYA,,,TANAH ABANG,Pencurian Biasa,5
2024,POLDA METRO JAYA,,,TANAH ABANG,Pencurian Dengan Kekerasan ( Curas ),1
2024,POLDA METRO JAYA,,,TANAH ABANG,Pencurian Dengan Pemberatan ( Curat ),3
2024,POLDA METRO JAYA,,,TANAH ABANG,Pengeroyokan,2
2024,POLDA METRO JAYA,,,TANAH ABANG,Penggelapan,8
2024,POLDA METRO JAYA,,,TANAH ABANG,Penipuan / Perbuatan Curang,9
2024,POLDA METRO JAYA,,,TANAH ABANG,Perbankan,1
2024,POLDA METRO JAYA,,,TANAH ABANG,Perlindungan Konsumen,1
2024,POLDA METRO JAYA,,,TANAH ABANG,Terhadap ketertiban umum,2
2024,POLDA METRO JAYA,,,TANAH ABANG,Tindak Pidana Transfer Dana,1
2024,POLDA METRO JAYA,,,TANJUNG PRIOK,,22
2024,POLDA METRO JAYA,,,TANJUNG PRIOK,Korupsi ( Tipikor ),1
2024,POLDA METRO JAYA,,,TANJUNG PRIOK,Manipulasi data autentik secara elektronik (ITE),6
2024,POLDA METRO JAYA,,,TANJUNG PRIOK,Narkotika ( Narkoba ),1
2024,POLDA METRO JAYA,,,TANJUNG PRIOK,Pemalsuan Surat Otentik,1
2024,POLDA METRO JAYA,,,TANJUNG PRIOK,Pencurian Dengan Pemberatan ( Curat ),1
2024,POLDA METRO JAYA,,,TANJUNG PRIOK,Penggelapan,4
2024,POLDA METRO JAYA,,,TANJUNG PRIOK,Penipuan / Perbuatan Curang,4
2024,POLDA METRO JAYA,,,TANJUNG PRIOK,Penyerobotan Tanah,1
2024,POLDA METRO JAYA,,,TANJUNG PRIOK,Perlindungan Konsumen,1
2024,POLDA METRO JAYA,,,TEBET,,65
2024,POLDA METRO JAYA,,,TEBET,Kejahatan Tentang Jaminan Fidusia,1
2024,POLDA METRO JAYA,,,TEBET,Kejahatan Terkait Perlindungan Data Pribadi,1
2024,POLDA METRO JAYA,,,TEBET,Kekerasan Dalam Rumah Tangga,1
2024,POLDA METRO JAYA,,,TEBET,Kekerasan Seksual (KDRT),1
2024,POLDA METRO JAYA,,,TEBET,Manipulasi data autentik secara elektronik (ITE),25
2024,POLDA METRO JAYA,,,TEBET,Pemalsuan Surat Otentik,3
2024,POLDA METRO JAYA,,,TEBET,Pemerasan Dan Pengancaman,1
2024,POLDA METRO JAYA,,,TEBET,Penadahan,2
2024,POLDA METRO JAYA,,,TEBET,Pencurian Biasa,1
2024,POLDA METRO JAYA,,,TEBET,Pengeroyokan,2
2024,POLDA METRO JAYA,,,TEBET,Penggelapan,5
2024,POLDA METRO JAYA,,,TEBET,Penipuan / Perbuatan Curang,8
2024,POLDA METRO JAYA,,,TEBET,Perbankan,2
2024,POLDA METRO JAYA,POLRES KEPULAUAN SERIBU,,,Manipulasi data autentik secara elektronik (ITE),1
2024,POLDA METRO JAYA,POLRES KEPULAUAN SERIBU,,,Narkotika ( Narkoba ),124
2024,POLDA METRO JAYA,POLRES KEPULAUAN SERIBU,,,Pengeroyokan,1
2024,POLDA METRO JAYA,POLRES KEPULAUAN SERIBU,,,Pengerusakan,1
2024,POLDA METRO JAYA,POLRES KEPULAUAN SERIBU,,,Tindak Pidana Dalam Perlindungan Anak,2
2024,POLDA METRO JAYA,POLRES KEPULAUAN SERIBU,,CENGKARENG,,63
2024,POLDA METRO JAYA,POLRES KEPULAUAN SERIBU,,CENGKARENG,Narkotika ( Narkoba ),7
2024,POLDA METRO JAYA,POLRES KEPULAUAN SERIBU,,CILINCING,,2
2024,POLDA METRO JAYA,POLRES KEPULAUAN SERIBU,,DUREN SAWIT,,1
2024,POLDA METRO JAYA,POLRES KEPULAUAN SERIBU,,GROGOL PETAMBURAN,,2
2024,POLDA METRO JAYA,POLRES KEPULAUAN SERIBU,,JAGAKARSA,Narkotika ( Narkoba ),1
2024,POLDA METRO JAYA,POLRES KEPULAUAN SERIBU,,JATINEGARA,,1
2024,POLDA METRO JAYA,POLRES KEPULAUAN SERIBU,,JATINEGARA,Narkotika ( Narkoba ),1
2024,POLDA METRO JAYA,POLRES KEPULAUAN SERIBU,,JOHAR BARU,,1
2024,POLDA METRO JAYA,POLRES KEPULAUAN SERIBU,,KALI DERES,,3
2024,POLDA METRO JAYA,POLRES KEPULAUAN SERIBU,,KALI DERES,Narkotika ( Narkoba ),1
2024,POLDA METRO JAYA,POLRES KEPULAUAN SERIBU,,KEBAYORAN LAMA,,1
2024,POLDA METRO JAYA,POLRES KEPULAUAN SERIBU,,KEBON JERUK,,2
2024,POLDA METRO JAYA,POLRES KEPULAUAN SERIBU,,KEBON JERUK,Narkotika ( Narkoba ),1
2024,POLDA METRO JAYA,POLRES KEPULAUAN SERIBU,,KEMBANGAN,,2
2024,POLDA METRO JAYA,POLRES KEPULAUAN SERIBU,,KEMBANGAN,Narkotika ( Narkoba ),2
2024,POLDA METRO JAYA,POLRES KEPULAUAN SERIBU,,KEPULAUAN SERIBU SELATAN,,2
2024,POLDA METRO JAYA,POLRES KEPULAUAN SERIBU,,KEPULAUAN SERIBU SELATAN,Kekerasan Seksual (KDRT),1
2024,POLDA METRO JAYA,POLRES KEPULAUAN SERIBU,,KEPULAUAN SERIBU SELATAN,Narkotika ( Narkoba ),1
2024,POLDA METRO JAYA,POLRES KEPULAUAN SERIBU,,KEPULAUAN SERIBU SELATAN,Pencurian Biasa,1
2024,POLDA METRO JAYA,POLRES KEPULAUAN SERIBU,,KEPULAUAN SERIBU SELATAN,Penipuan / Perbuatan Curang,1
2024,POLDA METRO JAYA,POLRES KEPULAUAN SERIBU,,KEPULAUAN SERIBU UTARA,,2
2024,POLDA METRO JAYA,POLRES KEPULAUAN SERIBU,,KEPULAUAN SERIBU UTARA,Manipulasi data autentik secara elektronik (ITE),1
2024,POLDA METRO JAYA,POLRES KEPULAUAN SERIBU,,KEPULAUAN SERIBU UTARA,Penipuan / Perbuatan Curang,1
2024,POLDA METRO JAYA,POLRES KEPULAUAN SERIBU,,KEPULAUAN SERIBU UTARA,Perkosaan,1
2024,POLDA METRO JAYA,POLRES KEPULAUAN SERIBU,,KOJA,,3
2024,POLDA METRO JAYA,POLRES KEPULAUAN SERIBU,,MENTENG,,1
2024,POLDA METRO JAYA,POLRES KEPULAUAN SERIBU,,PADEMANGAN,,1
2024,POLDA METRO JAYA,POLRES KEPULAUAN SERIBU,,PALMERAH,Narkotika ( Narkoba ),1
2024,POLDA METRO JAYA,POLRES KEPULAUAN SERIBU,,PENJARINGAN,,20
2024,POLDA METRO JAYA,POLRES KEPULAUAN SERIBU,,PENJARINGAN,Narkotika ( Narkoba ),2
2024,POLDA METRO JAYA,POLRES KEPULAUAN SERIBU,,TAMAN SARI,,2
2024,POLDA METRO JAYA,POLRES KEPULAUAN SERIBU,,TANAH ABANG,,1
2024,POLDA METRO JAYA,POLRES KEPULAUAN SERIBU,,TANJUNG PRIOK,,9
2024,POLDA METRO JAYA,POLRES KEPULAUAN SERIBU,,TANJUNG PRIOK,Pencurian Biasa,1
2024,POLDA METRO JAYA,POLRES KEPULAUAN SERIBU,POLSEK KEPULAUAN SERIBU SELATAN,,Narkotika ( Narkoba ),13
2024,POLDA METRO JAYA,POLRES KEPULAUAN SERIBU,POLSEK KEPULAUAN SERIBU SELATAN,,Pengeroyokan,1
2024,POLDA METRO JAYA,POLRES KEPULAUAN SERIBU,POLSEK KEPULAUAN SERIBU SELATAN,KEPULAUAN SERIBU SELATAN,Penganiayaan,1
2024,POLDA METRO JAYA,POLRES KEPULAUAN SERIBU,POLSEK KEPULAUAN SERIBU SELATAN,TANJUNG PRIOK,,2
2024,POLDA METRO JAYA,POLRES KEPULAUAN SERIBU,POLSEK KEPULAUAN SERIBU UTARA,,Narkotika ( Narkoba ),5
2024,POLDA METRO JAYA,POLRES KEPULAUAN SERIBU,POLSEK KEPULAUAN SERIBU UTARA,,Pencurian Dengan Pemberatan ( Curat ),2
2024,POLDA METRO JAYA,POLRES KEPULAUAN SERIBU,POLSEK KEPULAUAN SERIBU UTARA,,Penganiayaan Berat ( Anirat ),1
2024,POLDA METRO JAYA,POLRES KEPULAUAN SERIBU,POLSEK KEPULAUAN SERIBU UTARA,CILINCING,,1
2024,POLDA METRO JAYA,POLRES KEPULAUAN SERIBU,POLSEK KEPULAUAN SERIBU UTARA,KEPULAUAN SERIBU UTARA,,2
2024,POLDA METRO JAYA,POLRES KEPULAUAN SERIBU,POLSEK KEPULAUAN SERIBU UTARA,KEPULAUAN SERIBU UTARA,Narkotika ( Narkoba ),4
2024,POLDA METRO JAYA,POLRES KEPULAUAN SERIBU,POLSEK KEPULAUAN SERIBU UTARA,KEPULAUAN SERIBU UTARA,Penggelapan,1
2024,POLDA METRO JAYA,POLRES KEPULAUAN SERIBU,POLSEK KEPULAUAN SERIBU UTARA,KOJA,,1
2024,POLDA METRO JAYA,POLRES KEPULAUAN SERIBU,POLSEK KEPULAUAN SERIBU UTARA,TANJUNG PRIOK,,2
2024,POLDA METRO JAYA,POLRES METRO BEKASI,,,Manipulasi data autentik secara elektronik (ITE),4
2024,POLDA METRO JAYA,POLRES METRO BEKASI,,,Menjual atau mengedarkan obat keras / bebas terbatas tanpa ijin,2
2024,POLDA METRO JAYA,POLRES METRO BEKASI,,,Narkotika ( Narkoba ),8
2024,POLDA METRO JAYA,POLRES METRO BEKASI,,,Pemerasan Dan Pengancaman,1
2024,POLDA METRO JAYA,POLRES METRO BEKASI,,,Pencurian Biasa,6
2024,POLDA METRO JAYA,POLRES METRO BEKASI,,,Pencurian Dengan Pemberatan ( Curat ),7
2024,POLDA METRO JAYA,POLRES METRO BEKASI,,,Penganiayaan,1
2024,POLDA METRO JAYA,POLRES METRO BEKASI,,,Penggelapan,3
2024,POLDA METRO JAYA,POLRES METRO BEKASI,,,Penipuan / Perbuatan Curang,17
2024,POLDA METRO JAYA,POLRES METRO BEKASI,,,Penyerobotan Tanah,1
2024,POLDA METRO JAYA,POLRES METRO BEKASI,,,Perampasan ( Premanisme ),1
2024,POLDA METRO JAYA,POLRES METRO BEKASI,,,Perbuatan Yang Tidak Menyenangkan,1
2024,POLDA METRO JAYA,POLRES METRO BEKASI,,,Perlindungan Konsumen,1
2024,POLDA METRO JAYA,POLRES METRO BEKASI,,,Sengaja Menimbulkan Kebakaran/banjir (pembakaran),1
2024,POLDA METRO JAYA,POLRES METRO BEKASI,,,Tindak Pidana Dalam Perlindungan Anak,3
2024,POLDA METRO JAYA,POLRES METRO BEKASI,,CAKUNG,,1
2024,POLDA METRO JAYA,POLRES METRO BEKASI,,GROGOL PETAMBURAN,Narkotika ( Narkoba ),1
2024,POLDA METRO JAYA,POLRES METRO BEKASI,,GROGOL PETAMBURAN,Penculikan,1
2024,POLDA METRO JAYA,POLRES METRO BEKASI,,JAGAKARSA,,1
2024,POLDA METRO JAYA,POLRES METRO BEKASI,,KALI DERES,Penipuan / Perbuatan Curang,1
2024,POLDA METRO JAYA,POLRES METRO BEKASI,,KELAPA GADING,,1
2024,POLDA METRO JAYA,POLRES METRO BEKASI,,KEMAYORAN,,1
2024,POLDA METRO JAYA,POLRES METRO BEKASI,,KEMBANGAN,,1
2024,POLDA METRO JAYA,POLRES METRO BEKASI,,SETIA BUDI,,2
2024,POLDA METRO JAYA,POLRES METRO BEKASI,,SETIA BUDI,Narkotika ( Narkoba ),1
2024,POLDA METRO JAYA,POLRES METRO BEKASI,,TAMAN SARI,Narkotika ( Narkoba ),1
2024,POLDA METRO JAYA,POLRES METRO BEKASI,POLSEK CABANGBUNGIN,,Penganiayaan,1
2024,POLDA METRO JAYA,POLRES METRO BEKASI,POLSEK CIKARANG,,Pencurian Dengan Pemberatan ( Curat ),1
2024,POLDA METRO JAYA,POLRES METRO BEKASI,POLSEK CIKARANG,,Penganiayaan Berat ( Anirat ),1
2024,POLDA METRO JAYA,POLRES METRO BEKASI,POLSEK CIKARANG,,Pengeroyokan,1
2024,POLDA METRO JAYA,POLRES METRO BEKASI,POLSEK CIKARANG,SETIA BUDI,,1
2024,POLDA METRO JAYA,POLRES METRO BEKASI,POLSEK CIKARANG BARAT,,Penadahan,1
2024,POLDA METRO JAYA,POLRES METRO BEKASI,POLSEK CIKARANG PUSAT,,Pencurian Biasa,1
2024,POLDA METRO JAYA,POLRES METRO BEKASI,POLSEK CIKARANG TIMUR,,Narkotika ( Narkoba ),1
2024,POLDA METRO JAYA,POLRES METRO BEKASI,POLSEK PEBAYURAN,,Narkotika ( Narkoba ),1
2024,POLDA METRO JAYA,POLRES METRO BEKASI,POLSEK PEBAYURAN,,Pengeroyokan,1
2024,POLDA METRO JAYA,POLRES METRO BEKASI,POLSEK PEBAYURAN,MATRAMAN,,1
2024,POLDA METRO JAYA,POLRES METRO BEKASI,POLSEK TAMBUN,,Narkotika ( Narkoba ),1
2024,POLDA METRO JAYA,POLRES METRO BEKASI KOTA,,,Curanmor R-2,2
2024,POLDA METRO JAYA,POLRES METRO BEKASI KOTA,,,Kejahatan Terkait Senjata Tajam ( Sajam ) ( Premanisme ),1
2024,POLDA METRO JAYA,POLRES METRO BEKASI KOTA,,,Kejahatan terkait Tenaga Kesehatan,4
2024,POLDA METRO JAYA,POLRES METRO BEKASI KOTA,,,Kekerasan Dalam Rumah Tangga,3
2024,POLDA METRO JAYA,POLRES METRO BEKASI KOTA,,,Manipulasi data autentik secara elektronik (ITE),4
2024,POLDA METRO JAYA,POLRES METRO BEKASI KOTA,,,Memasuki Pekarangan Tanpa Ijin,1
2024,POLDA METRO JAYA,POLRES METRO BEKASI KOTA,,,Narkotika ( Narkoba ),67
2024,POLDA METRO JAYA,POLRES METRO BEKASI KOTA,,,Penadahan,1
2024,POLDA METRO JAYA,POLRES METRO BEKASI KOTA,,,Penggelapan,4
2024,POLDA METRO JAYA,POLRES METRO BEKASI KOTA,,,Penipuan / Perbuatan Curang,13
2024,POLDA METRO JAYA,POLRES METRO BEKASI KOTA,,,Perbuatan Yang Tidak Menyenangkan,2
2024,POLDA METRO JAYA,POLRES METRO BEKASI KOTA,,,Tindak Pidana Dalam Perlindungan Anak,3
2024,POLDA METRO JAYA,POLRES METRO BEKASI KOTA,,CAKUNG,,7
2024,POLDA METRO JAYA,POLRES METRO BEKASI KOTA,,CAKUNG,Narkotika ( Narkoba ),2
2024,POLDA METRO JAYA,POLRES METRO BEKASI KOTA,,CILANDAK,Narkotika ( Narkoba ),1
2024,POLDA METRO JAYA,POLRES METRO BEKASI KOTA,,CILINCING,,3
2024,POLDA METRO JAYA,POLRES METRO BEKASI KOTA,,CIPAYUNG,Kekerasan Seksual (KDRT),1
2024,POLDA METRO JAYA,POLRES METRO BEKASI KOTA,,CIPAYUNG,Narkotika ( Narkoba ),1
2024,POLDA METRO JAYA,POLRES METRO BEKASI KOTA,,CIRACAS,,2
2024,POLDA METRO JAYA,POLRES METRO BEKASI KOTA,,CIRACAS,Narkotika ( Narkoba ),2
2024,POLDA METRO JAYA,POLRES METRO BEKASI KOTA,,DUREN SAWIT,,3
2024,POLDA METRO JAYA,POLRES METRO BEKASI KOTA,,JATINEGARA,Narkotika ( Narkoba ),1
2024,POLDA METRO JAYA,POLRES METRO BEKASI KOTA,,JOHAR BARU,Narkotika ( Narkoba ),1
2024,POLDA METRO JAYA,POLRES METRO BEKASI KOTA,,KEBAYORAN BARU,,2
2024,POLDA METRO JAYA,POLRES METRO BEKASI KOTA,,KEBAYORAN BARU,Pengaduan Palsu,1
2024,POLDA METRO JAYA,POLRES METRO BEKASI KOTA,,KOJA,,1
2024,POLDA METRO JAYA,POLRES METRO BEKASI KOTA,,KRAMAT JATI,,2
2024,POLDA METRO JAYA,POLRES METRO BEKASI KOTA,,KRAMAT JATI,Narkotika ( Narkoba ),2
2024,POLDA METRO JAYA,POLRES METRO BEKASI KOTA,,MAKASAR,Narkotika ( Narkoba ),2
2024,POLDA METRO JAYA,POLRES METRO BEKASI KOTA,,MATRAMAN,Narkotika ( Narkoba ),2
2024,POLDA METRO JAYA,POLRES METRO BEKASI KOTA,,MENTENG,,1
2024,POLDA METRO JAYA,POLRES METRO BEKASI KOTA,,MENTENG,Penipuan / Perbuatan Curang,1
2024,POLDA METRO JAYA,POLRES METRO BEKASI KOTA,,PADEMANGAN,,1
2024,POLDA METRO JAYA,POLRES METRO BEKASI KOTA,,PANCORAN,,1
2024,POLDA METRO JAYA,POLRES METRO BEKASI KOTA,,PANCORAN,Pencurian Biasa,1
2024,POLDA METRO JAYA,POLRES METRO BEKASI KOTA,,PULO GADUNG,,2
2024,POLDA METRO JAYA,POLRES METRO BEKASI KOTA,,PULO GADUNG,Narkotika ( Narkoba ),1
2024,POLDA METRO JAYA,POLRES METRO BEKASI KOTA,,SETIA BUDI,Narkotika ( Narkoba ),1
2024,POLDA METRO JAYA,POLRES METRO BEKASI KOTA,,TANJUNG PRIOK,,2
2024,POLDA METRO JAYA,POLRES METRO BEKASI KOTA,,TANJUNG PRIOK,Narkotika ( Narkoba ),1
2024,POLDA METRO JAYA,POLRES METRO BEKASI KOTA,,TEBET,,1
2024,POLDA METRO JAYA,POLRES METRO BEKASI KOTA,POLSEK BANTAR GEBANG,,Penggelapan,1
